 ا 	 A
 بڬيتو سكالي اڠكاو تيدق ماهو مڽرهكن كواس ممڤرچاياءي بهاوا اورڠ لاءين بوليه مميمڤين سهيڠݢ اڠكاو ترڬامق مڠعمالكن سيحير سلطان منصور ملوده كتانه 	 Begitu sekali engkau tidak mahu menyerahkan kuasa mempercayai bahawa orang lain boleh memimpin sehingga engkau tergamak mengamalkan sihir Sultan Mansur meludah ke tanah
 كقواتن ديري يڠ مونچول حاصيل كإيڠينن اونتوق برتوبوه صيحت دان ڤركاس باڬي منجاديكن ديري همباڽ يڠ لبيه چرڬس ممڤو برعباده دان لايق سباڬاي خليفهڽ 	 Kekuatan diri yang muncul hasil keinginan untuk bertubuh sihat dan perkasa bagi menjadikan diri hamba-Nya yang lebih cergas mampu beribadah dan layak sebagai khalifah-Nya
 بيلڠن تنترا سڬنتيڠ كرا يڠ جاءوه مڠاتسي بيلڠن چندانا دان ڤهلاون سكبون سرنده مڽببكن سريكندي ايت ترڤقسا ممبريكن ڤرهاتين كڤد موسوه ترلبيه دهولو 	 Bilangan tentera Segenting Kra yang jauh mengatasi bilangan Cendana dan pahlawan Sekebun Serendah menyebabkan srikandi itu terpaksa memberikan perhatian kepada musuh terlebih dahulu
 تنترا٢ سموتر ڤوتيه دان كراجاءن سراوا يڠ براد برهمڤيرن مريک مليهت سرڠن كأتس علاءالدين ترهنتي تروس مڠمبيل ڤلواڠ مڽربو جاڬت سوچي دان سڠ كلمباي 	 Tentera-tentera Semutar Putih dan Kerajaan Serawa yang berada berhampiran mereka terus menyerbu
 سابن جمعة مروڤاكن وقتو راسمي اونتوق رعيت برامه مسرا دڠن علاءالدين كران سبايق سهاج اوسا صلاة جمعةعلاءالدين اكن ككل دمسجد اڬوڠ اين سهيڠݢ عشاء 	 Saban Jumaat merupakan waktu rasmi untuk rakyat beramah mesra dengan Alauddin kerana sebaik sahaja usai Solat Jumaat Alauddin akan kekal di Masjid Agung ini sehingga Isya
 اه اينله اورڠ يڠ برسابوڠ ايم دڠن راج اوڠ مها ڤريتا دريا علاءالدين كمبالي مڠيڠاتي قيصه يڠ ڤرنه دچريتاكن اوليه نديم دان نيرنام كڤدڽ سبلوم اين 	 Ah inilah orang yang bersabung ayam dengan Raja Ong Maha Perita Deria Alauddin kembali mengingati kisah yang pernah diceritakan oleh Nadim dan Nirnama kepadanya sebelum ini
 اڠكاو ماكن مينوم تق ترلالو كڽڠ تيدور تق ترلالو ڤنجڠ اڠكاو تق ڤرنه تيڠڬلكن صلاة بهكن منمبه لاڬي دڠن صلاة٢ سبلوم دان سلڤسڽ يڠ اكو تق تاهو نامڽ 	 Engkau makan minum tak terlalu kenyang tidur tak terlalu panjang engkau tak pernah tinggalkan solat bahkan menambah lagi dengan solat-solat sebelum dan selepasnya yang aku tak tahu namanya
 سكيراڽ تيدق مريک اكن مڠوبه ڤرانچڠن اونتوق ممبواتكن ڤوترا سراڤي منريما كحاضيرن مريک كأيستانڽ باڬي مڽياست لبيه لنجوت اكن اصل-اصول للاكي ترسبوت 	 Sekiranya tidak mereka akan mengubah perancangan untuk membuatkan Putera Serapi menerima kehadiran mereka ke istananya bagi menyiasat lebih lanjut akan asal-usul lelaki tersebut
 باڬايكن هليلينتر يڠ بردنتوم ڤارا ڤنديكر دان سريكندي ڤسرتا سايمبارا 100 ڤنديكر ملومڤت دري تمڤت ماسيڠ٢ برسام سنجات يڠ ترهونوس مڽربو كڬلڠڬڠ تڠه 	 Bagaikan halilintar yang berdentum para pendekar dan srikandi peserta Sayembara 100 Pendekar melompat dari tempat masing-masing bersama senjata yang terhunus menyerbu ke gelanggang tengah
 مريک برتيݢ مليهت سأورڠ للاكي يڠ ترامت تمڤن دان تيڠڬي برمبوت ڤوتيه ڤنجڠ ملڤسي باهو برڤاكاين  سربا ميواه لاڬي مڬه تنڠ برجالن دتڠه-تڠه ميدن ڤرڠ 	 Mereka bertiga melihat seorang lelaki yang teramat tampan dan tinggi berambut putih panjang melepasi bahu berpakaian serba mewah lagi megah tenang berjalan di tengah-tengah medan perang
 اڤاكه چيق چندانا اد بواه فيكير  موڠكين سبهاڬين كالين تله معلوم اكو حقيقتڽ مروڤاكن ڤوتري كڤد راج محمد دان راتو سيتي بانون ڤمرينته سكبون سرنده 	 Apakah Cik Cendana ada buah fikir  Mungkin sebahagian kalian telah maklum aku hakikatnya merupakan puteri kepada Raja Muhammad dan Ratu Siti Banun pemerintah Sekebun Serendah
 تتاڤي انتارا سبب اكو تيدق قيصه تيمڤوه ڤرنياڬاءنكو دڤنديقكن دايندرا كايڠن اتس اڤ يڠ برلاكو كران كڤولڠنكو كالي اين اكو اكن دڤرتموكن دڠن توانكو 	 Tetapi antara sebab aku tidak kisah tempoh perniagaanku dipendekkan di Indera Kayangan atas apa yang berlaku kerana kepulanganku kali ini aku akan dipertemukan dengan tuanku
 اڤابيلا كيت تيدق براڬام سباڬايمان رسول الله دان ڤارا صحابة بڬيندا برأڬام سباڬايمان يڠ تله دأجركن ملالوءي القرءان دان السنه مک كيت اكن ترڤسوڠ 	 Apabila kita tidak beragama sebagaimana Rasulullah dan para sahabat Baginda beragama sebagaimana yang telah diajarkan melalui al-Quran dan as-Sunnah maka kita akan terpesong
 كالين فيكير اكو سأورڠ ڤڠچوت يڠ برسمبوڽي اڤابيلا ككبالنكو هيلڠ كالين ممندڠ رنده كڤدكو  جاڬت سوچي مونچول دڠن داءيريڠي نجوم سوريا دان سڠ كلمباي 	 Kalian fikir aku seorang pengecut yang bersembunyi apabila kekebalanku hilang Kalian memandang rendah kepadaku  Jagat Suci muncul dengan diiringi Nujum Surya dan Sang Kelembai
 اڤاكه اڠكاو ماسيه بوليه برتاروڠ  سهيڠݢ كتيتيسن داره يڠ تراخير توانكو  باهو جبت دتڤوق سبلوم علاءالدين مڠڠكت سبله تاڠن جبت مرنتسي بلاكڠ ليهيرڽ 	 Apakah engkau masih boleh bertarung  Sehingga ke titisan darah yang terakhir tuanku  Bahu Jebat ditepuk sebelum Alauddin mengangkat sebelah tangan Jebat merentasi belakang lehernya
 علاءالدين سنديري تيڠڬل دإيندرا كايڠن برسام سكومڤولن بسر تنترا سموتر ڤوتيه اونتوق ببراڤ ڤورنام سمنتارا ڤمرينتهن دملاک دڤڠكو اوليه تون نيرمالا 	 Alauddin sendiri tinggal di Indera Kayangan bersama sekumpulan besar tentera Semutar Putih untuk beberapa purnama sementara pemerintahan di Melaka dipangku oleh Tun Nirmala
 اڠكاو ماهو ڤولڠ كتانه سمننجوڠ دڠن برنڠ اڠكاو برنڠ سأورڠ ديري  مڠاڤ ڤنجاݢ لاءوت تيدق ماهو بنتو هنتر اڠكاو ڤولڠ  بولت مات نديم دڠن بالسن نيرنام 	 Engkau mahu pulang ke Tanah Semenanjung dengan berenang engkau berenang seorang diri  Mengapa Penjaga laut tidak mahu bantu hantar engkau pulang   Bulat mata Nadim dengan balasan Nirnama
 دي تيدق لاءين مروڤاكن ڤڠعمل سيحير يڠ دهنتر جاڬت سوچي باڬي ممڤورق-ڤرنداكن كراجاءن سراوا دڠن ممبنيه سڠكيتا انتارا توانكو ڤوتري دان ڤوتري سجينجڠ 	 Dia tidak lain merupakan pengamal sihir yang dihantar Jagat Suci bagi memporak-perandakan Kerajaan Serawa dengan membenih sengketa antara tuanku puteri dan Puteri Sejinjang
 اڤاكه ممندا بنداهارا تيدق ممڤو بربوات سسواتو باڬايمان دڠن لقسامان توها چندانا ملايركن ڤندڠن كأره ڤرتاروڠن انتارا نيرنام دان ككندا٢ سڤرڬوروانڽ 	 Apakah mamanda bendahara tidak mampu berbuat sesuatu Bagaimana dengan Laksamana Tuha Cendana melayarkan pandangan ke arah pertarungan antara Nirnama dan kakanda-kakanda seperguruannya
 نيرنام منددهكن كبوبروقن للاكي ايت دان ڤنيڤوانڽ دهادڤن ڤندودوق كامڤوڠ سبلوم مڠاجركن كڤد مريک كبنرن اڬام إسلام يڠ جاءوه دري شيريک دان خرافت اين 	 Nirnama mendedahkan kebobrokan lelaki itu dan penipuannya di hadapan penduduk kampung sebelum mengajarkan kepada mereka kebenaran agama Islam yang jauh dari syirik dan khurafat ini
 اڠكاو اكن ممڤوس هاري اين  راج سڬنتيڠ كرا ايت سكالي لاڬي لساڤ بڬيتو سهاج   ڤرجالنن كيت دڠن تنترا سراماي اين ڤستي سوده سمڤاي كڤرهاتين جاڬت سوچي 	 Engkau akan mampus hari ini  Raja Segenting Kra itu sekali lagi lesap begitu sahaja   Perjalanan kita dengan tentera seramai ini pasti sudah sampai ke perhatian Jagat Suci
 والاوڤون عالم دسليموتي ظلمة مالم علاءالدين جبت كستوري دان جنين داڤت مليهت سبهاڬين تنترا ڬابوڠن سموتر ڤوتيه دان كراجاءن سراوا ترڤلنتيڠ كأودارا 	 Walaupun alam diselimuti zulmat malam Alauddin Jebat Kasturi dan Jenin dapat melihat sebahagian tentera gabungan Semutar Putih dan Kerajaan Serawa terpelanting ke udara
 مناوركن اكو سسواتو يڠ لبيه باءيق  يا جک اڠكاو ماتي اكو يقين اكن اد ڤمبرونتق سموتر ڤوتيه يڠ اكن بڠكيت ملامبتكن ڬرق كرجاكو مڽاتوقن تانه سمننجوڠ 	 Menawarkan aku sesuatu yang lebih baik  Ya jika engkau mati aku yakin akan ada pemberontak Semutar Putih yang akan bangkit melambatkan gerak kerjaku menyatukan Tanah Semenanjung
 بربكلكن تيكد سكومڤولن تنترا سموتر ڤوتيه يڠ برسديا منجادي قربان اونتوق مڠجر شهيد دأتس جالن ڤرجواڠن برتيندق مڠوندوركن تنترا دتڠه-تڠه كڤكتن مالم 	 Berbekalkan tekad sekumpulan tentera Semutar Putih yang bersedia menjadi korban untuk mengejar syahid di atas jalan perjuangan bertindak mengundurkan tentera di tengah-tengah kepekatan malam
 دسيسيڽ سأورڠ ڤرمڤوان توا نامون ماسيه ڤوڽا اڠڬون تيڠكهڽ دڠن رمبوت ڤوتيه يڠ دسڠڬول كمس باهو كيري بردوري-دوري هيتم سدڠ تاڠن كانن ممڬڠ سباتڠ توڠكت 	 Di sisinya seorang perempuan tua namun masih punya anggun tingkahnya dengan rambut puytih yang disanggul kemas bahu kiri berduri-duri hitam sedang tangan kanan memegang sebatang tongkat
 ساتو واجه يڠ ترأمت كاچق دان تمڤن برمبوت ڤوتيه هالوس لاڬي ڤنجڠ ملڤسي دادا برڤاكاين كويق-رابق سدڠ مليريقكن ڤندڠن كباوه ممندڠڽ سمبيل ترسڽوم مانيس 	 Satu wajah yang teramat kacak dan tampan berambut putih halus lagi panjang melepasi dada berpakaian koyak-rabak sedang melirikkan pandangan ke bawah memandangnya sambil tersenyum manis
 تيک ايت مريک مليهت بيبير نيرنام تركومت-كاميت سدڠ ڤوترا سراڤي سماكين همڤير اونتوق برلالو دهادڤن مريک  دوا ايكور هريماو كومبڠ ايت مليلاو سكليليڠ 	 Tika itu mereka melihat bibir Nirnama terkumat-kamit sedang Putera Serapi semakin hampir untuk berlalu di hadapan mereka  Dua ekor harimau kumbang itu melilau sekeliling
 حال ايت برلڠسوڠ ببراڤ كالي سهيڠڬاله جاڬت سوچي سنديري تيدق بته مليهت تانه سمننجوڠ دأوروسكن اورڠ لاءين دي مڠمبيل لڠكه تردسق اونتوق كمبالي بركواس 	 Hal itu berlangsung beberapa kali sehinggalah Jagat Suci sendiri tidak betah melihat Tanah Semenanjung diuruskan orang lain dia mengambil langkah terdesak untuk kembali berkuasa
 اكو تيواس ڤد اول٢ ڤرتمبوڠن كامي تتاڤي كران ڬابوڠن كراجاءن سمننجوڠ سريڠ بربيلڠن جاءوه لبيه بسر ايندرا كايڠن سريڠ براوندور دان منچاري جالن لاءين 	 Aku tewas pada awal-awal pertembungan kami tetapi kerana gabungan Kerajaan Semenanjung sering berbilangan jauh lebih besar Indera Kayangan sering berundur dan mencari jalan lain
 لنتس سأورڠ مڽاتاكن بهاوا مريک اكن تيدق تيدور دمي تروس برعباده سأورڠ لاڬي ماهو برڤواسا تنڤا بربوک دان سأورڠ لاڬي ماهو هيدوڤ تنڤا مڠهويني وانيتا 	 Lantas seorang menyatakan bahawa mereka akan tidak tidur demi terus beribadah seorang lagi mahu berpuasa tanpa berbuka dan seorang lagi mahu hidup tanpa mengahwini wanita
 كقواتن مريک سكيتر 500 اورڠ ميمڠ تيدق اكن ممڤو اونتوق دتاڠني نيرنام سأورڠ اڤاته لاڬي جک باريسن ترنترا ايت دسرتاءي راج اوڠ مها ڤريتا دريا سنديري 	 Kekuatan mereka sekitar 500 orang memang tidak akan mampu untuk ditangani Nirnama seorang apatah lagi jika barisan terntera itu disertai Raja Ong Maha Perita Deria sendiri
 بودق يڠ مڠيكوري للاكي برڤاروت تادي برهنتي ترلبيه دهولو سمنتارا للاكي ترسبوت تروس مراڤتي تمڤت ڤركومڤولن تڠڬڠ دان 40 للاكي برزيراه سبهاڬين ترسبوت 	 Budak yang mengekori lelaki berparut tadi berhenti terlebih dahulu sementara lelaki tersebut terus merapati tempat perkumpulan Tanggang dan 40 lelaki berzirah sebahagian tersebut
 ببراڤ كتيک كمودين اسڤ بركڤول-كڤول ايت مڠهيلڠ دڤوكول اڠين منظاهيركن ساتو سوسوق توبوه للاكي يڠ كوروس كريڠ بوڠكوق دڠن رمبوت ڤنجڠ كوسوت تيدق تروروس 	 Beberapa ketika kemudian asap berkepul-kepul itu menghilang dipukul angin menzahirkan satu susuk tubuh lelaki yang kurus kering bongkok dengan rambut panjang kusut tidak terurus
 بيبيلن جنين هاڽ برهنتي ساعت نيرنام منونايكن صلاة فرض عصر يڠ دڬابوڠكن دڠن ظهر جوݢ مغرب يڠ دڬابوڠكن دڠن عشاء دسرتاءي چندانا دان نديم سباڬاي مأموم 	 Bebelan Jenin hanya berhenti saat Nirnama menunaikan Solat fardhu Asar yang digabungkan dengan Zuhur juga Maghrib yang digabungkan dengan Isya disertai Cendana dan Nadim sebagai makmum
 اڤ ناممو واهاي ڤنديكر اڤاكه اڠكاو دري مان٢ سكوله ڤرسيلتن تركنل جاڬوه دري كامڤوڠ مان  امڤون توانكو ڤوتري نديم برلاري كسيسي نيرنام دان مڠڠكت سمبه 	 Apa namamu wahai pendekar Apakah engkau dari mana-mana sekolah persilatan terkenal Jaguh dari kampung mana  Ampun tuanku puteri Nadim berlari ke sisi Nirnama dan mengangkat sembah
 اڤاكه ادينداكو اكن منريما اكو دڠن تاڠن تربوک ستله كامي برمنديكن داره دمي مڠجر سبواه چينتا  كالين بردوا حقيقتڽ تله دڤوكاو اونتوق جڠک ماس يڠ لاما 	 Apakah adindaku akan menerima aku dengan tangan terbuka setelah kami bermandikan darah demi mengejar sebuah cinta  Kalian berdua hakikatnya telah dipukau untuk jangka masa yang lama
