Dia ternganga. 	 دي ترڠاڠا.
Asap semakin tebal meghilangkan tubuh Jagat Suci dari pandangan. 	 اسڤ سماكين تبل مڠهيلڠكن توبوه جاڬت سوچي دري ڤندڠن.
Bulat mata Alauddin memerhatikan semua itu. 	 بولت مات علاءالدين ممرهاتيكن سموا ايت.
Tidak lama kemudian, sesusuk tubuh yang besarnya dua kali ganda manusia biasa, muncul. 	 تيدق لاما كمودين، سسوسوق توبوه يڠ بسرڽ دوا كالي ڬندا ماءنسي بياسا، مونچول.
Bertanduk dua, bersayap seperti kelawar, wajahnya merah kehitam-hitaman dengan taring panjang tidak lagi dapat diselindungkan. 	 برتندوق دوا، برسايڤ سڤرتي كلاور، واجهڽ ميره كهيتم-هيتمن دڠن تاريڠ ڤنجڠ تيدق لاڬي داڤت دسليندوڠكن.
Walau tanpa kekebalan, kekuatanku hakikatnya tidak tertanding!  Jagat Suci terus ketawa. 	 والاو تنڤا ككبالن، كقواتنكو حقيقتڽ تيدق ترتنديڠ لاڬي!  جاڬت سوچي تروس كتاوا.
Perawakan baharunya itu membuatkan semua yang berada di situ tergamam. 	 ڤراوقن بهاروڽ ايت ممبواتكن سموا يڠ براد دسيتو ترڬامام.
Perseteruan bagai terhenti buat seketika. 	 ڤرتمڤورن باڬاي ترهنتي بوات سكتيک.
Alauddin yang masih diinjaki Jagat Suci, terbenam lebih dalam memandangkan berat pemerintah Indera Kayangan itu telah bertambah. 	 علاءالدين يڠ ماسيه دإينجاكي جاڬت سوچي، تربنم لبيه دالم ممندڠكن برت ڤمرينته ايندرا كايڠن ايت تله برتمبه.
Wahai tentera-tentera Indera Kayangan. 	 واهاي تنترا٢ ايندرا كايڠن.
Kemenangan hari ini akan menjadi milik kita. 	 كمنڠن هاري اين اكن منجادي ميليق كيت.
Tanpa ragu, bantai musuh hingga tiada yang tersisa! Jagat Suci ketawa dengan amat kuat. 	 تنڤا راڬو، بنتاي موسوه هيڠݢ تياد يڠ ترسيسا! جاڬت سوچي كتاوا دڠن امت قوات.
Tentera Indera Kayangan menyahut dengan sorakan dan menggempur tentera Semutar Putih dan Kerajaan Serawa dengan lebih galak. 	 تنترا ايندرا كايڠن مڽاهوت دڠن سورقن دان مڠڬمڤور تنترا سموتر ڤوتيه دان كراجاءن سراوا دڠن لبيه ڬالق.
Jagat Suci mengangkat kaki dan menunduk. 	 جاڬت سوچي مڠڠكت كاكي دان منوندوق.
Tangannya mencapai kepala Alauddin. 	 تاڠنڽ منچاڤاي كڤالا علاءالدين.
Tubuh Sultan Semutar Putih itu terangkat. 	 توبوه سلطان سموتر ڤوتيه ايت تراڠكت.
Kakinya mulai jauh daripada menyentuh tanah. 	 كاكيڽ مولاءي جاءوه درڤد مڽنتوه تانه.
Sekarang, apakah engkau masih ada harapan kemenangan?   Perubahan perawakan Jagat Suci mendapat perhatian seluruh medan pertempuran. 	 سكارڠ، اڤاكه اڠكاو ماسيه اد هارڤن كمنڠن؟!  ڤراوبهن ڤراوقن جاڬت سوچي منداڤت ڤرهاتين سلوروه ميدن ڤرتمڤورن.
Tentera Indera Kayangan seperti disuntik kegilaan, menganggap perubahan susuk tubuh pemerintah mereka sebagai petanda kemenangan. 	 تنترا ايندرا كايڠن سڤرتي دسونتيق كڬيلاءن، مڠڠڬڤ ڤراوبهن سوسوق توبوه ڤمرينته مريک سباڬاي ڤتندا كمنڠن.
Mereka mengabaikan betapa hodoh dan menggerunkan rupa Jagat Suci. 	 مريک مڠابايكن بتاڤ هودوه دان مڠڬرونكن روڤا جاڬت سوچي.
Pada mereka, apa yang penting adalah kemenangan. 	 ڤد مريک، اڤ يڠ ڤنتيڠ اداله كمنڠن.
Bagaimana kalian boleh tunduk kepada binatang sedemikian rupa?!  Jebat berada dalam keadaan tersepit. 	 باڬايمان كالين بوليه توندوق كڤد بيناتڠ سدميكين روڤا؟!  جبت براد دالم كأداءن ترسڤيت.
Dia bukan sahaja perlu berhadapan dengan Nujum Surya, tetapi juga segerombolan tentera Indera Kayangan yang sentiasa mencari peluang untuk menumbangkannya. 	 دي بوكن سهاج ڤرلو برهادڤن دڠن نجوم سوريا، تتاڤي جوݢ سڬرومبولن تنترا ايندرا كايڠن يڠ سنتياس منچاري ڤلواڠ اونتوق منومبڠكنڽ.
Kasturi pula tidak menang tangan, cuba menangkis serangan-serangan Nujum Surya, sambil menjaga keselamatan Jenin. 	 كستوري ڤولا تيدق منڠ تاڠن، چوبا منڠكيس سرڠن٢ نجوم سوريا، سمبيل منجاݢ كسلامتن جنين.
Mereka juga sedang diasak oleh segerombolan tentera Indera Kayangan. 	 مريک جوݢ سدڠ ديسق اوليه سڬرومبولن تنترا ايندرا كايڠن.
Kita semua hakikatnya adalah binatang, Laksamana Jebat!  Nujum Surya tertawa. 	 كيت سموا حقيقتڽ اداله بيناتڠ، لقسامان جبت!  نجوم سوريا ترتاوا.
Dia semakin galak menggunakan sihir. 	 دي سماكين ڬالق مڠڬوناكن سيحير.
Tanah di sekelilingnya bergegar dan tercabut, membentuk beberapa bebola tanah yang terapung-apung, besar lagi padat. 	 تانه دسكليليڠڽ برڬڬر دان ترچابوت، ممبنتوق ببراڤ ببولا تانه يڠ تراڤوڠ-اڤوڠ، بسر لاڬي ڤدت.
Apa yang penting bagi kami adalah kemenangan. 	 اڤ يڠ ڤنتيڠ باڬي كامي اداله كمنڠن.
Walau apa jua cara untuk mendapatkannya! Tongkat sihir dihayunnya. 	 والاو اڤ جوا چارا اونتوق منداڤتكنڽ! توڠكت سيحير دهايونڽ.
Bebola-bebola tanah itu meluncur laju ke arah Jebat dan Kasturi. 	 ببولا٢ تانه ايت ملونچور لاجو كأره جبت دان كستوري.
Jebat mengambil sejenak masa untuk mengatur pernafasan. 	 جبت مڠمبيل سجنق ماس اونتوق مڠاتور ڤرنفسن.
Dia kemudian disibukkan oleh tujahan-tujahan senjata dari belakang, kiri dan kanan. 	 دي كمودين دسيبوقكن اوليه تواجهن٢ سنجات دري بلاكڠ، كيري دان كانن.
Tangkas dia mengelak serangan-serangan tersebut. 	 تڠكس دي مڠيلق سرڠن٢ ترسبوت.
Keadaan itu membuatkan Jebat hanya sempat bersiaga pada saat yang terakhir untuk menghadapi serangan Nujum Surya. 	 كأداءن ايت ممبواتكن جبت هاڽ سمڤت برسياݢ ڤد ساعت يڠ تراخير اونتوق مڠهادڤي سرڠن نجوم سوريا.
Jebat merodok keris dengan sepenuh kekuatan, menghasilkan tujahan berkuasa tinggi, membelah bebola tanah yang pertama sampai kepadanya. 	 جبت مرودوق كريس دڠن سڤنوه كقواتن، مڠحاصيلكن تواجهن بركواس تيڠڬي، ممبله ببولا تانه يڠ ڤرتام سمڤاي كڤدڽ.
Beberapa bebola tanah lain melanggar tentera Indera Kayangan yang mengelilinginya. 	 ببراڤ ببولا تانه لاءين ملڠڬر تنترا ايندرا كايڠن يڠ مڠليليڠيڽ.
Baru sahaja Jebat hendak mengukir sengihan, beberapa bebola tanah lain membuntuti, dan dirinya terus dihentam bebola-bebola besar tersebut. 	 بارو سهاج جبت هندق مڠوكير سڠيهن، ببراڤ ببولا تانه لاءين ممبونتوتي، دان ديريڽ تروس دهنتم ببولا٢ بسر ترسبوت.
Dia terseret ke belakang beberapa depa, melanggar tidak kira lawan atau kawan. 	 دي ترسيريت كبلاكڠ ببراڤ دڤا، ملڠڬر تيدق كيرا لاون اتاو كاون.
Kasturi mengambil langkah yang berbeza. 	 كستوري مڠمبيل لڠكه يڠ بربيذا.
Dia pantas memeluk Jenin, sambil mengelak satu juluran tombak. 	 دي ڤانتس مملوق جنين، سمبيل مڠيلق ساتو جولورن تومبق.
Kemudian, dia melompat dengan memijak musuh paling hampir, sebelum melakukan lompatan balik kuang yang lebih tinggi. 	 كمودين، دي ملومڤت دڠن مميجق موسوه ڤاليڠ همڤير، سبلوم ملاكوكن لومڤتن باليق كواڠ يڠ لبيه تيڠڬي.
Mengakibatkan bebola-bebola tanah tadi melanggar musuh-musuh yang mengelilinginya, sementara dia selamat mendarat di tempat yang sama. 	 مڠاكيبتكن ببولا٢ تانه تادي ملڠڬر موسوه٢ يڠ مڠليليڠيڽ، سمنتارا دي سلامت مندارت دتمڤت يڠ سام.
Laksamana Kasturi, kita tidak akan dapat bertahan lebih lama jika berterusan begini. 	 لقسامان كستوري، كيت تيدق اكن داڤت برتاهن لبيه لاما جک برتروسن بڬيني.
Benar, mamanda bendahara Jenin. 	 بنر، ممندا بنداهارا جنين.
Tetapi kita benar-benar terhimpit. 	 تتاڤي كيت بنر٢ترهيمڤيت.
Aku memikirkan kita wajar berundur ke tempat yang lebih selamat. 	 اكو مميكيركن كيت واجر براوندور كتمڤت يڠ لبيه سلامت.
Kemudian, menyusun kembali tentera kita mana yang termampu, supaya kita dapat melakukan serangan balas dengan lebih baik. 	 كمودين، مڽوسون كمبالي تنترا كيت مان يڠ ترممڤو، سوڤاي كيت داڤت ملاكوكن سرڠن بالس دڠن لبيه باءيق.
Jenin mengangguk. 	 جنين مڠڠڬوق.
Ayuh, kita beredar. 	 ايوه، كيت بريدر.
Namun, baru sahaja Kasturi mahu membuka langkah, tanah di sekeliling mereka terangkat tinggi dan membentuk dinding tebal. 	 نامون، بارو سهاج كستوري ماهو ممبوک لڠكه، تانه دسكليليڠ مريک تراڠكت تيڠڬي دان ممبنتوق دينديڠ تبل.
Beredar? Apakah kalian sudah menyedari yang kalian akan tumbang pada hari ini? Di manakah keyakinan kalian? Nujum Surya menghentak-hentak tongkat sambil galak ketawa. 	 برايدر؟ اڤاكه كالين سوده مڽدري يڠ كالين اكن تومبڠ ڤد هاري اين؟ د مانكه كيقينن كالين؟ نجوم سوريا مڠهنتق-هنتق توڠكت سمبيل ڬالق كتاوا.
Dalam masa sebentar sahaja, dinding tanah itu dinaiki tentera-tentera Indera Kayangan. 	 دالم ماس سبنتر سهاج، دينديڠ تانه ايت ديناءيقي تنترا٢ ايندرا كايڠن.
Nujum Surya mula dikelilingi mereka. 	 نجوم سوريا مولا دكليليڠي مريک.
Mampus kalian berdua! Tongkat sihir itu diacukan ke arah Kasturi dan Jenin. 	 ممڤوس كالين بردوا! توڠكت سيحير ايت دچواءكن كأره كستوري دان جنين.
Angin kuat terhasil, memukul tubuh kedua-duanya. 	 اڠين قوات ترحاصيل، مموكول توبوه كدوا-دواڽ.
Jenin melayang lalu melanggar dinding di belakangnya, sementara Kasturi masih kekal di tempatnya, melawan tamparan angin yang menerpa. 	 جنين ملايڠ لالو ملڠڬر دينديڠ دبلاكڠڽ، سمنتارا كستوري ماسيه ككل دتمڤتڽ، ملاوان تمڤرن اڠين يڠ منرڤا.
Bunuh mereka! Nujum Surya melaung. 	 بونوه مريک! نجوم سوريا ملاءوڠ.
Tentera Indera Kayangan bergerak pantas ke arah Laksamana Semutar Putih itu dan Jenin. 	 تنترا ايندرا كايڠن برڬرق ڤانتس كأره لقسامان سموتر ڤوتيه ايت دان جنين.
Tiba-tiba, satu dentuman kuat kedengaran, membingitkan pendengaran semua. 	 تيبا٢، ساتو دنتومن قوات كدڠرن، ممبيڠيتكن ڤندڠرن سموا.
Angin kuat menerpa dari satu arah, membuatkan dinding tanah yang dibina oleh Nujum Surya berderai dan kemudian ketulan-ketulannya terbang dibawa angin menghentam ke arah ahli sihir tersebut. 	 اڠين قوات منرڤا دري ساتو اره، ممبواتكن دينديڠ تانه يڠ دبينا اوليه نجوم سوريا بردراي دان كمودين كتولن-كتولنڽ تربڠ دباوا اڠين مڠهنتم كأره اهلي سيحير ترسبوت.
Nujum Surya dan gerombolan tentera Indera Kayangan kelam-kabut berhadapan dengan ketulan-ketulan tanah yang bertubi-tubi menghentam tubuh mereka. 	 نجوم سوريا دان ڬرومبولن تنترا ايندرا كايڠن كلم-كابوت برهادڤن دڠن كتولن٢ تانه يڠ برتوبي-توبي مڠهنتم توبوه مريک.
Ahli sihir itu pada saat akhir sempat menghentak tongkat, menghasilkan perlindungan angin bagi mengelilingi tubuhnya. 	 اهلي سيحير ايت ڤد ساعت اخير سمڤت مڠهنتق توڠكت، مڠحاصيلكن ڤرليندوڠن اڠين باڬي مڠليليڠي توبوهڽ.
Tentera Indera Kayangan pula ada yang terbunuh, dan ramai cedera parah. 	 تنترا ايندرا كايڠن ڤولا اد يڠ تربونوه، دان راماي چدرا ڤاره.
Kabus dan debu mula menutupi kawasan tersebut. 	 كابوس دان دبو مولا منوتوڤي كاوسن ترسبوت.
Jenin dan Kasturi terpinga-pinga. 	 جنين دان كستوري ترڤيڠا-ڤيڠا.
Sama-sama menoleh ke belakang, arah angin itu datang. 	 سام٢منوليه كبلاكڠ، اره اڠين ايت داتڠ.
Siapa?  Mat Jenin! Suara Nadim kedengaran sambil tubuhnya keluar dari selimut kabus debu tersebut. 	 سياڤا؟  مت جنين! سوارا نديم كدڠرن سمبيل توبوهڽ كلوار دري سليموت كابوس دبو ترسبوت.
Di belakangnya, kelihatan Nirnama kembali berdiri tegak. 	 دبلاكڠڽ، كليهتن نيرنام كمبالي برديري تڬق.
Sepertinya Nirnama yang melancarkan tumbukan, menghasilkan terpaan angin dahsyat seketika tadi. 	 سڤرتيڽ نيرنام يڠ ملنچركن تومبوقن، مڠحاصيلكن ترڤاءن اڠين دهشت سكتيک تادي.
Nirnama! Kasturi mengukir senyuman lebar. 	 نيرنام! كستوري مڠوكير سڽومن ليبر.
Nirnama dan Nadim mendapatkan mereka berdua. 	 نيرنام دان نديم منداڤتكن مريک بردوا.
Bahu Kasturi ditepuk Nirnama. 	 باهو كستوري دتڤوك نيرنام.
Pergilah engkau bersama-sama Nadim dan Muhammad Jenin. 	 ڤرڬيله اڠكاو برساما-سام نديم دان محمد جنين.
Susun kembali tentera kita. 	 سوسون كمبالي تنترا كيت.
Selagi kita masih bernyawa, selagi itu peluang masih ada. 	 سلاڬي كيت ماسيه برڽاوا، سلاڬي ايت ڤلواڠ ماسيه اد.
Kasturi mengangguk. 	 كستوري مڠڠڬوق.
Ayuh!  Kasturi bergerak melepasi Nirnama. 	 ايوه!  كستوري برڬرق ملڤسي نيرنام.
Dengan mendepangkan tangan, dia membawa Jenin serta  Nadim meninggalkan tempat itu bersama dengannya. 	 دڠن مندڤڠكن تاڠن، دي ممباوا جنين سرتا نديم منيڠڬلكن تمڤت ايت برسام دڠنڽ.
Hati-hati, Nirnama! Nadim melaung. 	 هاتي٢، نيرنام! نديم ملاءوڠ.
Allah bersamamu!  Nirnama sekadar menghantar mereka dengan pandangan bersama senyuman nipis. 	 الله برساممو!  نيرنام سقدر مڠهنتر مريک دڠن ڤندڠن برسام سڽومن نيڤيس.
Dia melihat ketiga-tiga mereka menyelinap di tengah-tengah perang yang berkecamuk. 	 دي مليهت كتيݢ-تيݢ مريک مڽليناڤ دتڠه-تڠه ڤرڠ يڠ بركچاموق.
Dengan perkembangan ini, Nirnama yakin tidak lama lagi tentera Semutar Putih akan berjaya disusun semula, dan mampu melakukan serangan balas yang lebih baik bagi menghadapi Indera Kayangan. 	 دڠن ڤركمبڠن اين، نيرنام يقين تيدق لاما لاڬي تنترا سموتر ڤوتيه اكن برجاي دسوسون سمولا، دان ممڤو ملاكوكن سرڠن بالس يڠ لبيه باءيق باڬي مڠهادڤي ايندرا كايڠن.
Dia percaya akan kemampuan Laksamana Kasturi, Nadim dan Jenin. 	 دي ڤرچاي اكن كممڤوان لقسامان كستوري، نديم دان جنين.
Ah, engkau rupanya, pendekar berparut!  Suara Nujum Surya membuatkan Nirnama menoleh kembali ke arahnya. 	 اه، اڠكاو روڤاڽ، ڤنديكر برڤاروت!  سوارا نجوم سوريا ممبواتكن نيرنام منوليه كمبالي كأرهڽ.
Tentera Indera Kayangan bergelimpangan di sekitar ahli sihir tersebut. 	 تنترا ايندرا كايڠن برڬليمڤڠن دسكيتر اهلي سيحير ترسبوت.
Kita bertemu semula. 	 كيت برتمو سمولا.
Apakah kali ini engkau akan mempersembahkan kehebatanmu?  Yang hebat hanyalah Allah. 	 اڤاكه كالي اين اڠكاو اكن ممڤرسمبهكن كهيبتنمو؟  يڠ هيبت هاڽله الله.
