A. 	 ا.
Cendana dan Nadim sama-sama terpana dengan kesederhanaan yang dipamerkan oleh Bendahara Semutar Putih itu. 	 چندانا دان نديم سام٢ ترڤان دڠن كسدرهاناءن يڠ دڤاميركن اوليه بنداهارا سموتر ڤوتيه ايت.
Apakah kerana engkau lebih lama bersama Adiwaja berbanding mereka?  Nirnama cuma tersenyum dan menggeleng. 	 اڤاكه كران اڠكاو لبيه لام برسام اديواج بربنديڠ مريک؟  نيرنام چوما ترسڽوم دان مڠڬيليڠ.
Adiwaja akan memberikan pengajaran sehingga tengah malam, kemudian akan ada jamuan daripada para penduduk. 	 اديواج اكن ممبريكن ڤڠاجرن سهيڠݢ تڠه مالم، كمودين اكن اد جاموان درڤد ڤارا ڤندودوق.
Apabila runtuh sahaja Wilayah Ujong, Puteri Gunung Ledang datang menghadap tuanku dengan syarat-syaratnya. 	 اڤابيلا رونتوه سهاج ولايه اوجوڠ، ڤوتري ڬونوڠ ليدڠ داتڠ مڠهادڤ توانكو دڠن شرط-شرطڽ.
Lengan baju lawannya!  Belum sempat dia bertindak, tubuhnya bagaikan melayang sebelum terbanting ke tanah. 	 لڠن باجو لاونڽ!  بلوم سمڤت دي برتيندق، توبوهڽ باڬايكن ملايڠ سبلوم تربنتيڠ كتانه.
Dua tahun daripadanya, dia terlibat dalam usaha dan perancangan jitu bagi melemahkan kekuasaan Jagat Suci. 	 دوا تاهون درڤدڽ، دي ترليبت دالم اوسها دان ڤرانچڠن جيتو باڬي ملمهكن ككواساءن جاڬت سوچي.
Jadi bagaimana dengan amanah ini, kakanda?  Pulangkan kepada guru, atau jadikan milikmu, aku tidak peduli. 	 جادي باڬايمان دڠن امانه اين،ككندا؟  ڤولڠكن كڤد ڬورو، اتاو جاديكن ميليقمو، اكو تيدق ڤدولي.
Nujum Surya yang berada hampir dengannya perasan akan perubahan riak wajah pemerintah Indera Kayangan itu. 	 نجوم سوريا يڠ براد همڤير دڠنڽ ڤراسن اكن ڤراوبهن رياق واجه ڤمرينته ايندرا كايڠن ايت.
Menimbulkan kerosakan pada hubungan tuanku dengan para pimpinan Semutar Putih, sekali gus melemahkan kita. 	 منيمبولكن كروسقن ڤد هوبوڠن توانكو دڠن ڤارا ڤيمڤينن سموتر ڤوتيه، سكالي ڬوس ملمهكن كيت.
Kali ini, Tuha tidak dapat menyeimbangkan tubuh, jatuh terseret dan berguling beberapa kali di atas tanah. 	 كالي اين،  توها تيدق داڤت مڽإيمبڠكن توبوه، جاتوه ترسيريت دان برڬوليڠ ببراڤ كالي دأتس تانه.
Terus kakinya menyepak Taming Sari sehingga tercampak ke tepi, sebelum kaki yang sama menginjak dada Tuha. 	 تروس كاكيڽ مڽڤق تاميڠ ساري سهيڠݢ ترچمڤق كتڤي، سبلوم كاكي يڠ سام مڠينجق دادا توها.
Allahu akbar! Allahu akbar! Allahu akbar!  Bergegar halaman Istana Semutar Putih dengan bentakan tersebut. 	 الله اكبر! الله اكبر! الله اكبر!  برڬڬر هلامن ايستان سموتر ڤوتيه دڠن بنتكن ترسبوت.
Ampun, tuanku, kerana patik tidak bersama tuanku sebelum ini! Lelaki itu terus sujud menghadap Jagat Suci. 	 امڤون، توانكو، كران ڤاتيق تيدق برسام توانكو سبلوم اين! للاكي ايت تروس سوجود مڠهادڤ جاڬت سوچي.
Hah, tidak tewas-tewas ayam Pak Kaduk, tetapi Pak Kaduk melalui satu jangka waktu penuh keperitan?  Yalah. 	 هاه، تيدق تيواس٢ ايم ڤق كادوق، تتاڤي ڤق كادوق ملالوءي ساتو جڠک وقتو ڤنوه كڤريتن؟  ياله.
Setelah mereka menghantar Pak Kaduk pulang, tanpa rehat, Nirnama terus mengajak mereka ke Indera Kayangan. 	 ستله مريک سام٢ مڠهنتر ڤق كادوق ڤولڠ، تنڤا ريحت، نيرنام تروس مڠاجق مريک كإيندرا كايڠن.
Mari!   Sang Kelembai rakus memusnahkan batu-batu berbentuk manusia sambil ketawa bagai orang hilang akal. 	 ماري!    سڠ كلمباي راكوس مموسنهكن باتو٢ بربنتوق ماءنسي سمبيل كتاوا باڬاي اورڠ هيلڠ عقل.
Namun, kekuatan Jagat Suci jelas telah meningkat berkali-kali ganda seiring dengan perubahan perawakannya. 	 نامون، كقواتن جاڬت سوچي جلس تله منيڠكت بركالي-كالي ڬندا سإيريڠ دڠن ڤراوبهن ڤراوقنڽ.
Senjata itu kemudian pantas tercabut kembali mengekori Nirnama yang terpelanting tidak jauh dari musuhnya. 	 سنجات ايت كمودين ڤانتس ترچابوت كمبالي مڠيكوري نيرنام يڠ ترڤلنتيڠ تيدق جاءوه دري موسوهڽ.
Berbanyak-banyak terima kasih, Tuanku Sultan Alauddin, atas kebaikan-kebaikan tuanku kepada kerajaan kami. 	 برباڽق-باڽق تريما كاسيه، توانكو سلطان علاءالدين، اتس كباءيقن٢ توانكو كڤد كراجاءن كامي.
Islam jelas bersinar terang di bawah kebijaksanaan tuanku! Sekali lagi Ratu Siti Banun  mengangkat sembah. 	 إسلام جلس برسينر ترڠ دباوه كبيجقسناءن توانكو! سكالي لاڬي راتو سيتي بانون مڠڠكت سمبه.
Tengku Mahmud sendiri sering dalam keadaan tidak terurus, walhal pembantu istana telah disediakan buatnya. 	 تڠكو محمود سنديري سريڠ دالم كأداءن تيدق تروروس، ولحال ڤمبنتو ايستان تله دسدياكن بواتڽ.
Semoga kita dapat terus memakmurkan kerajaan-kerajaan kita dalam rangka kebaikan dan mengejar redha Allah. 	 سموݢ كيت داڤت تروس ممعموركن كراجاءن٢ كيت دالم راڠک كباءيقن دان مڠجررضا الله.
Dia menatap susuk tubuh Nirnama buat beberapa ketika, sebelum tubuhnya tumbang dan terkulai di lantai bumi. 	 دي مناتڤ سوسوق توبوه نيرنام بوات ببراڤ كتيک، سبلوم توبوهڽ تومبڠ دان تركولاي دلنتاي بومي.
Ruangan berbentuk bulatan besar yang berlantaikan marmar bermutu tinggi ini hanya dihuni dua orang manusia. 	 رواڠن بربنتوق بولتن بسر يڠ برلنتايكن مرمر برموتو تيڠڬي اين هاڽ دهوني دوا اورڠ ماءنسي.
Khabarnya, di sinilah tempat para raja dan pendekar yang dianggap layak untuk bertapa sehingga kiamat tiba. 	 خبرڽ، دسينيله تمڤت ڤارا راج دان ڤنديكر يڠ دأڠڬڤ لايق اونتوق برتاڤ سهيڠݢ قيامة تيبا.
Pantas Nirnama mengangkat sebelah tangan dan kaki, mempertahankan kepala dan tubuh daripada menjadi mangsa. 	 ڤانتس نيرنام مڠڠكت سبله تاڠن دان كاكي، ممڤرتاهنكن كڤالا دان توبوه درڤد منجادي مڠسا.
Nirnama tidak berlengah menyendengkan bahu kanan, membuatkan tangan kiri lawan terjulur melepasi kepalanya. 	 نيرنام تيدق برلڠاه مڽينديڠكن باهو كانن، ممبواتكن تاڠن كيري لاون ترجولور ملڤسي كڤالاڽ.
Orang asing banyak di sini, memandangkan kapal dagang yang berlabuh datang dari banyak tempat di muka bumi. 	 اورڠ اسيڠ باڽق دسيني، ممندڠكن كاڤل داڬڠ يڠ برلابوه داتڠ دري باڽق تمڤت دموک بومي.
Lelaki di hadapan budak itu melangkah pantas menuju kepada kumpulan 40 orang berzirah sebahagian tubuh itu. 	 للاكي دهادڤن بودق ايت ملڠكه ڤانتس منوجو كڤد كومڤولن 40 اورڠ برزيراه سبهاڬين توبوه ايت.
Engkau tahu, seluruh hidupku, aku tidak pernah kenyang sebagaimana kenyangnya aku lima hari di bahtera ini. 	 اڠكاو تاهو، سلوروه هيدوڤكو، اكو تيدق ڤرنه كڽڠ سباڬايمان كڽڠڽ اكو ليم هاري دبهترا اين.
Pakaiannya sedikit longgar, menyembunyikan bentuk tubuh, bersama selapis lagi pakaian luar melindungi diri. 	 ڤاكاينڽ سديكيت لوڠڬر، مڽمبوڽيكن بنتوق توبوه، برسام سلاڤيس لاڬي ڤاكاين لوار مليندوڠي ديري.
Mungkin engkau boleh mempamerkan kesaktian silatmu? Tanggang ketawa kuat sambil menepuk-nepuk bahu Nirnama. 	 موڠكين اڠكاو بوليه ممڤاميركن كسقتين سيلتمو؟ تڠڬڠ كتاوا كوات سمبيل منڤوق-نڤوق باهو نيرنام.
Telunjuk lurusnya yang terangkat mengacu kepada Tanggang bagai mampu menembusi tengkorak pedagang tersebut. 	 تلونجوق لوروسڽ يڠ ترڠكت مڠاچو كڤد تڠڬڠ باڬاي ممڤو منمبوسي تڠكورق ڤداڬڠ ترسبوت.
Walau tubuhnya lebih besar dan sasa berbanding Nirnama, ternyata Nirnama lebih mampu untuk menumbangkannya. 	 والاو توبوهڽ لبيه بسر دان ساس بربنديڠ نيرنام، ترڽات نيرنام لبيه ممڤو اونتوق منومبڠكنڽ.
Inilah tempat pertapaanku! Satu suara merdu datang dari dalam kotak besi sederhana besar di hadapan mereka. 	 اينله تمڤت ڤرتاڤاءنكو! ساتو سوارا مردو داتڠ دري دالم كوتق بسي سدرهان بسر دهادڤن مريک.
Adapun begitu, setiap tumbukannya sama ada berjaya dielak oleh Nirnama, atau ditepis pendekar berparut itu. 	 ادڤون بڬيتو، ستياڤ تومبوقنڽ سام اد برجاي دإيلق اوليه نيرنام، اتاو دتڤيس ڤنديكر برڤاروت ايت.
Tiada siapa boleh mengubah kedudukannya di udara! Pasti Nirnama tidak akan mampu untuk mengelak tikamannya. 	 تياد سياڤا بوليه مڠوبه كدودوقنڽ دأودارا!  ڤستي نيرنام تيدق اكن ممڤو اونتوق مڠيلق تيكامنڽ.
Itulah dia, tuan-tuan dan puan-puan yang mulia, Nirnama! Suara Tanggang bergema, memecahkan kesepian dewan. 	 ايتله دي، توان٢ دان ڤوان٢ يڠ موليا، نيرنام! سوارا تڠڬڠ برڬما، ممچهكن كسڤين ديوان.
Orang Kaya Besar itu menghilang di tengah-tengah khalayak manusia yang mula memenuhi bahagian atas bahtera. 	 اورڠ كاي بسر ايت مڠهيلڠ دتڠه-تڠه خلايق ماءنسي يڠ مولا ممنوهي بهاڬين اتس بهترا.
Mereka berdua sedikit bongkok, berpakaian lusuh dan compang-camping, terkedek-kedek mendaki tangga bahtera. 	 مريک بردوا سديكيت بوڠكوق، برڤاكاين لوسوه دان چومڤڠ-چمڤيڠ، تركدق-كدق منداكي تڠݢ بهترا.
Dia mahu membantu kedua-dua orang tua itu, tetapi belum sempat dia bergerak, Nirnama telah menarik bahunya. 	 دي ماهو ممبنتو كدوا-دوا اورڠ توا ايت، تتاڤي بلوم سمڤت دي برڬرق، نيرنام تله مناريق باهوڽ.
Orang ramai yang berkumpul itu membuka ruang untuk Nirnama, Nadim dan Cendana meneruskan perjalanan mereka. 	 اورڠ راماي يڠ بركومڤول ايت ممبوک رواڠ اونتوق نيرنام، نديم دان چندانا منروسكن ڤرجالنن مريک.
Mereka bertiga terus bergerak di celah-celah manusia yang ke hulu dan ke hilir dengan urusan masing-masing. 	 مريک برتيݢ تروس برڬرق دچله-چله ماءنسي يڠ كهولو دان كهيلير دڠن اوروسن ماسيڠ٢.
Bahkan akulah penentang-Nya! Nyata, apa pun yang Dia usahakan untuk menghalang aku, gagal segagal-gagalnya. 	 بهكن اكوله ڤننتڠڽ! ڽات، اڤ ڤون يڠ دي اوسهاكن اونتوق مڠهالڠ اكو، ڬاڬل سڬاڬل-ڬاڬلڽ.
Jika tidak, kemurkaan dua puteri akan beralih kepada kita jika kita mengangkat hal ini secara membuta tuli. 	 جک تيدق، كموركاءن دوا ڤوتري اكن برأليه كڤد كيت جک كيت مڠڠكت حال اين سچارا ممبوتا تولي.
Mereka berempat berbincang hingga lewat malam, hanya berhenti apabila kantuk sudah menyapa beberapa ketika. 	 مريک برإمڤت بربينچڠ هيڠݢ ليوات مالم، هاڽ برهنتي اڤابيلا كنتوق سوده مڽاڤ ببراڤ كتيک.
Tidak lama kemudian, dia menarik bungkusan kain yang dibawa ke sana sini, mengeluarkan sebuah mushaf lusuh. 	 تيدق لاما كمودين، دي مناريق بوڠكوسن كاءين يڠ دباوا كسان سيني، مڠلواركن سبواه مصحف لوسوه.
Kuda-kuda yang ditunggangi mereka pula terus bergerak bagai tidak menghiraukan apa yang sedang berlangsung. 	 كودا٢ يڠ دتوڠڬڠي مريک ڤولا تروس برڬرق باڬاي تيدق مڠهيراوكن اڤ يڠ سدڠ برلڠسوڠ.
Dua ekor burung itu kemudian terbang rendah, sebelum mendarat ke salah satu bumbung rumah yang berhampiran. 	 دوا ايكور بوروڠ ايت كمودين تربڠ رنده، سبلوم مندارت كساله ساتو بومبوڠ رومه يڠ برهمڤيرن.
Pengawal-pengawal terkejut, terus menghalang budak itu daripada berada terlalu hampir dengan Putera Serapi. 	 ڤڠاول٢ تركجوت، تروس مڠهالڠ بودق ايت درڤد براد ترلالو همڤير دڠن ڤوترا سراڤي.
Tangan kiri diletakkan di belakang pinggang sementara tangan kanan diluruskan, sebelum diangkatnya sedikit. 	 تاڠن كيري دلتقكن دبلاكڠ ڤيڠڬڠ سمنتارا تاڠن كانن دلوروسكن، سبلوم دأڠكتڽ سديكيت.
Apa yang telah berlaku? Beta terputus hubungan dengan jin-jin yang mengiringimu!  Ampun, Tuanku Jagat Suci. 	 اڤ يڠ تله برلاكو؟ بيت ترڤوتوس هوبوڠن دڠن جين٢ يڠ مڠيريڠيمو!  امڤون، توانكو جاڬت سوچي.
Senyuman nipis yang sering menghiasi bibir lelaki itu tidak lekang, membuatkan Cendana tersenyum sendirian. 	 سڽومن نيڤيس يڠ سريڠ مڠهياسي بيبير للاكي ايت تيدق لكڠ، ممبواتكن چندانا ترسڽوم سنديرين.
Nirnama dan Puteri Santubong sudah terbaring di tanah, sementara Cendana telah membebaskan Jenin dan Nadim. 	 نيرنام دان ڤوتري سنتوبوڠ سوده ترباريڠ دتانه، سمنتارا چندانا تله ممبيبسكن جنين دان نديم.
Terus perutnya dijamu lutut Adiwaja, membuatkan dia terundur beberapa tapak, sebelum terjelepok dan muntah. 	 تروس ڤروتڽ دجامو لوتوت اديواج، ممبواتكن دي تراوندور ببراڤ تاڤق، سبلوم ترجليڤوق دان مونته.
Pertarungan akhir menyaksikan pertembungan antara Jagat Suci dengan Laksamana Utama Semutar Putih, Adiwaja. 	 ڤرتاروڠن اخير مڽقسيكن ڤرتمبوڠن انتارا جاڬت سوچي دڠن لقسامان اوتام سموتر ڤوتيه، اديواج.
Semasa kami tahu Puteri Santubong melamarmu, aku dapat saksikan riak wajah Cik Cendana berubah sama sekali. 	 سماس كامي تاهو ڤوتري سنتوبوڠ ملامرمو، اكو داڤت سقسيكن رياق واجه چيق چندانا براوبه سام سكالي.
Mamanda Bendahara kita itu terlalu banyak akalnya untuk memperkasa kerajaan kita pada saat-saat mehnah ini. 	 ممندا بنداهارا كيت ايت ترلالو باڽق عقلڽ اونتوق ممڤركاس كراجاءن كيت ڤد ساعت٢ مهنه اين.
Jari-jemari kanan Cendana sudah menyentuh hulu keris sementara tangan kiri menolak Nadim lebih ke belakang. 	 جاري-جماري كانن چندانا سوده مڽنتوه هولو كريس سمنتارا تاڠن كيري منولق نديم لبيه كبلاكڠ.
Rezeki telah mencurah-mencurah kepada kami kebelakangan ini setelah berjaya merampas kembali Wilayah Ujong. 	 رزقي تله منچوره٢ كڤد كامي كبلاكڠن اين ستله برجاي مرمڤس كمبالي ولايه اوجوڠ.
Padahal, kita sedang berhadapan ancaman Jagat Suci yang mungkin akan menggempur kita bila-bila masa sahaja. 	 ڤدحال، كيت سدڠ برهادڤن انچمن جاڬت سوچي يڠ موڠكين اكن مڠڬمڤور كيت بيلا٢ماس سهاج.
